provider,primary_region,replica_region,stack_type,gb_replicated,policy_objects,monthly_cost_usd,governance_complexity,compliance_tier,data_sovereignty
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Financial),50000,200,147378.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Financial),250000,1000,736890.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Financial),500,200,2587.2,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Financial),2500,200,12936.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Financial),10000,200,51744.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Financial),50000,200,258720.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Financial),250000,1000,1293600.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Sync Replication + Encryption (Healthcare),500,240,1136.03,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Sync Replication + Encryption (Healthcare),2500,240,5680.12,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Sync Replication + Encryption (Healthcare),10000,240,22720.5,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Sync Replication + Encryption (Healthcare),50000,240,113602.5,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Sync Replication + Encryption (Healthcare),250000,1200,568012.5,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Async Replication + Policy Engine (Healthcare),500,240,561.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Async Replication + Policy Engine (Healthcare),2500,240,2805.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Async Replication + Policy Engine (Healthcare),10000,240,11220.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Async Replication + Policy Engine (Healthcare),50000,240,56100.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Async Replication + Policy Engine (Healthcare),250000,1200,280500.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Healthcare),500,240,1789.59,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Healthcare),2500,240,8947.95,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Healthcare),10000,240,35791.8,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Healthcare),50000,240,178959.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Healthcare),250000,1200,894795.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Healthcare),500,240,3141.6,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Healthcare),2500,240,15708.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Healthcare),10000,240,62832.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Healthcare),50000,240,314160.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Healthcare),250000,1200,1570800.0,Very High,Strict,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Sync Replication + Encryption (Generic),500,40,222.75,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Sync Replication + Encryption (Generic),2500,40,1113.75,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Sync Replication + Encryption (Generic),10000,40,4455.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Sync Replication + Encryption (Generic),50000,40,22275.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Sync Replication + Encryption (Generic),250000,200,111375.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Async Replication + Policy Engine (Generic),500,40,110.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Async Replication + Policy Engine (Generic),2500,40,550.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Async Replication + Policy Engine (Generic),10000,40,2200.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Async Replication + Policy Engine (Generic),50000,40,11000.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Async Replication + Policy Engine (Generic),250000,200,55000.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Generic),500,40,350.9,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Generic),2500,40,1754.5,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Generic),10000,40,7018.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Generic),50000,40,35090.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Event Sourcing + Audit Trail (Generic),250000,200,175450.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Generic),500,40,616.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Generic),2500,40,3080.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Generic),10000,40,12320.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Generic),50000,40,61600.0,High,Standard,Cross-Border
Multi-Cloud Cross-Border,us-west-2,ap-northeast-1,Zero-Trust Multi-Region (Generic),250000,200,308000.0,High,Standard,Cross-Border
